"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"5.11.2","Multiple Choice","<SPAN STYLE="""" >Bei welcher Darstellung sind die Bezeichnungen A = Anode und K = Kathode f&uuml;r eine Diode richtig bezeichnet?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","c","VOID","VOID","928","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.2","Multiple Choice","<SPAN STYLE="""" >Welche Schaltung ist f&uuml;r eine Spannungsstabilisierung von Ua geeignet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Die Z-Diode stabilisiert die Spannung auf einen konstanten Wert Ua unabh&auml;ngig vom Belastungsstrom. Die Z-Diode wird in Sperrichtung betrieben. Die Z-Diode leitet in der Sperrichtung  von der Zenerspannung an durch. In der Durchlassrichtung leitet sie wie eine normale Diode ab 0,7V.</SPAN>","<SPAN STYLE="""" >Die Z-Diode stabilisiert die Spannung auf einen konstanten Wert Ua unabh&auml;ngig vom Belastungsstrom. Die Z-Diode wird in Sperrichtung betrieben. Die Z-Diode leitet in der Sperrichtung  von der Zenerspannung an durch. In der Durchlassrichtung leitet sie wie eine normale Diode ab 0,7V.</SPAN>","929","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.2","Multiple Choice","<SPAN STYLE="""" >Welches Liniendiagramm f&uuml;r Ua geh&ouml;rt zu der gezeichneten Gleichrichterschaltung?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Bei einer Einweggleichrichtung wird die negative Halbwelle nicht  ber&uuml;cksichtigt.</SPAN>","1508","1509","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.2","Multiple Choice","<SPAN STYLE="""" >Welches Liniendiagramm f&uuml;r Ua geh&ouml;rt zu der gezeichneten Gleichrichterschaltung?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Bei der Mittelpunktschaltung werden beide Halbwellen gleichgerichtet.</SPAN>","1510","1511","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.2","Multiple Choice","<SPAN STYLE="""" >Welches Liniendiagramm f&uuml;r Ua geh&ouml;rt zu der gezeichneten Gleichrichterschaltung?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >Weil eine Diode fehlt ist es nur noch eine Einwegschaltung</SPAN>","1512","1513","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welches Bauelement befindet sich hinter der weissen Kreisfl&auml;che?</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","VOID","c","VOID","VOID","1454","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Mit welchem Bauelement kann man die Leistung einer Wechselspannung praktisch verlustlos ver&auml;ndern?</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Diode</SPAN>","c","VOID","VOID","1457","1458","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Diese Schaltung nennt man gesteuerter Gleichrichter. Welche Bauelemente (X) werden dazu ben&ouml;tigt?</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Diode</SPAN>","a","VOID","VOID","1459","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Wie gross muss bei diesem Siliziumtransistor die Spannung U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >BE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > mindestens sein, damit die Lampe leuchtet?</SPAN>","<SPAN STYLE="""" >0 bis 0,5 V</SPAN>","<SPAN STYLE="""" >0,6 bis 0,9 V</SPAN>","<SPAN STYLE="""" >1 bis 2 V</SPAN>","<SPAN STYLE="""" >mehr als 2 V</SPAN>","VOID","b","VOID","VOID","1460","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welche Anschl&uuml;sse sind die Pluspole der Spannungsquellen?</SPAN>","<SPAN STYLE="""" >Anschluss a.</SPAN>","<SPAN STYLE="""" >Anschluss b.</SPAN>","<SPAN STYLE="""" >Anschluss c.</SPAN>","<SPAN STYLE="""" >Anschluss d.</SPAN>","VOID","db","VOID","<SPAN STYLE="""" >Es handelt sich um einen PNP Transistor. Der Strom fliesst vom Kollektor und von der Basis zum Emitter.</SPAN>","1461","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Mit welcher Gleichung berechnet man die Verlustleistung eines Transistors?</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >P = U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >CE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > * I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >P = U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >CB</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > * I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >P = U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >BE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > * I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >E</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >P = U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >CE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > * (I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C + </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >E</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >)</SPAN>","VOID","a","VOID","VOID","1463","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Wie berechnet man den Verst&auml;rkungsfaktor B?</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >B = I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >E</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >B = I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >E</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >B = I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >E</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >B = I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN>","VOID","d","VOID","VOID","1464","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welches Element nennt man Diac?</SPAN>","<SPAN STYLE="""" >Element a.</SPAN>","<SPAN STYLE="""" >Element b.</SPAN>","<SPAN STYLE="""" >Element c.</SPAN>","<SPAN STYLE="""" >Element d.</SPAN>","VOID","b","VOID","VOID","1467","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welches Bauelement befindet sich hinter der weissen Kreisfl&auml;che?</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","VOID","d","VOID","VOID","1799","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welches Bauelement befindet sich hinter der weissen Kreisfl&auml;che?</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","VOID","b","VOID","VOID","1800","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Welches Bauelement wird f&uuml;r eine Phasenanschnittsteuerung (Dimmer f&uuml;r 230V Gl&uuml;hlampen) verwendet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Das Element ist ein Triac.</SPAN>","VOID","1801","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.3","Multiple Choice","<SPAN STYLE="""" >Mit welchem Bauelement wird die Ausgangsspannung Ua erzeugt?</SPAN>","<SPAN STYLE="""" >Transistor</SPAN>","<SPAN STYLE="""" >Diac</SPAN>","<SPAN STYLE="""" >Thyristor</SPAN>","<SPAN STYLE="""" >Triac</SPAN>","VOID","a","VOID","VOID","1802","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >In welchem Gr&ouml;ssenbereich muss der Vorwiderstand R</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > sein?</SPAN>","<SPAN STYLE="""" >Zwischen 100 bis 500 &Omega;.</SPAN>","<SPAN STYLE="""" >Zwischen 500 bis 1000 &Omega;.</SPAN>","<SPAN STYLE="""" >Zwischen 1000 bis 5000 &Omega;.</SPAN>","<SPAN STYLE="""" >Zwischen 5000 bis 10&lsquo;000 &Omega;.</SPAN>","VOID","c","VOID","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >R</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > = U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >RB</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > .    I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > = I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >C</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > / B =  200 mA / 100 = 2 mA.    Damit der Transistor schaltet ist eine Spannung U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >BE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > von ca 0,7 V erforderlich. R</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > = (5 V - 0,7 V) /  2 mA = 4,3 V / 2 mA = 2,15 k&Omega;</SPAN>","1470","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.4","Multiple Choice","<SPAN STYLE="""" >Welche Ver&auml;nderung der Leuchtkraft der Lampe ist beobachtbar, wenn die Lichtst&auml;rke vergr&ouml;ssert wird?</SPAN>","<SPAN STYLE="""" >Die Lampe leuchtet st&auml;rker.</SPAN>","<SPAN STYLE="""" >Die Lampe leuchtet weniger stark.</SPAN>","VOID","VOID","VOID","b","VOID","<SPAN STYLE="""" >Bei steigender Lichtst&auml;rke sinkt der Widerstand des LDR und somit auch die Spannung (&uuml;ber  dem LDR). Der Widerstand zwischen +12V und A bleibt gleich gross. Bei einer Serieschaltung liegt die kleinste Spannung &uuml;ber dem kleinsten Widerstand. Dadurch sinkt U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" > B-E </SPAN><SPAN STYLE="""" >und damit auch I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >B.</SPAN>","1471","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.4","Multiple Choice","<SPAN STYLE="""" >In welchem Fall leuchtet die Lampe?</SPAN>","<SPAN STYLE="""" >Bei grosser Lichtst&auml;rke.</SPAN>","<SPAN STYLE="""" >Bei kleiner Lichtst&auml;rke.</SPAN>","VOID","VOID","VOID","b","VOID","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei grosser Lichtst&auml;rke ist der Widerstandswert des LDR klein. Die Spannung &uuml;ber dem Widerstand U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >A - 0V</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > ist in diesem Fall gross, die Spannung U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >B-E</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > auch. Der Transistor leitet, das Relais ist angezogen.</SPAN>","1472","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.4","Multiple Choice","<SPAN STYLE="""" >Der PTC-Widerstand befindet sich in einem Raum. Welchen Temperaturzustand des Raumes zeigt die Lampe an?</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark, bedeutet warmer Raum.<BR></SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach, bedeutet warmer Raum.<BR></SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach, bedeutet kalter Raum.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark, bedeutet kalter Raum.</SPAN>","VOID","bd","VOID","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Die Spannung U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >A - 0V</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >  wird kleiner, wenn der Widerstandswert des PTC-Widerstandes bei einer Temperaturerh&ouml;hung steigt. Dadurch wird U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >BE</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > kleiner und U </SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >PTC</SPAN><SPAN STYLE=""font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > gr&ouml;sser. Der Transistor leitet weniger gut , die Lampe leuchtet schw&auml;cher.</SPAN>","1474","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.11.4","Multiple Choice","<SPAN STYLE="""" >Wie ver&auml;ndert sich die Leuchtst&auml;rke der Lampe, wenn die Temperatur steigt?</SPAN>","<SPAN STYLE="""" >Die Lampe leuchtet st&auml;rker.</SPAN>","<SPAN STYLE="""" >Die Lampe leuchtet schw&auml;cher.</SPAN>","<SPAN STYLE="""" >Die Lampe leuchtet gleich stark weiter.</SPAN>","VOID","VOID","a","VOID","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei steigender Temperatur sinkt der Widerstandswert des NTC. Dadurch wird die Spannung U</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >A - 0V</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >   gr&ouml;sser. Der Basisstrom steigt und der Transistor  leitet besser.</SPAN>","1475","","<SPAN STYLE="""" >FK</SPAN>","1"
